ID,Count
18288,12.212091734919294
18289,10.26575559416861
18290,9.078231088695873
18291,7.439013479601989
18292,6.328170598365009
18293,5.751225556759304
18294,5.905063229503799
18295,6.346573169913821
18296,7.838963381577887
18297,9.378809526527045
18298,11.985888309735884
18299,12.165249434888775
18300,12.304600252952936
18301,10.90472836781245
18302,11.586831577128862
18303,12.115451397946078
18304,12.154606856256287
18305,13.383295122671228
18306,14.08203495667957
18307,16.168060346754096
18308,15.372843814643947
18309,15.209673676022515
18310,16.766089817751315
18311,15.362200574549199
18312,14.408835128131749
18313,12.098649149995957
18314,10.68712958838305
18315,8.747735863446515
18316,7.433364479422138
18317,6.748401517342796
18318,6.921568712698429
18319,7.431300497618032
18320,9.169289349517111
18321,10.959282257668548
18322,13.991610538321252
18323,14.186890093859649
18324,14.335337157858488
18325,12.692140693966694
18326,13.47316557782221
18327,14.074555366116417
18328,14.106888639975653
18329,15.518638855825074
18330,16.314026302888813
18331,18.713872177707934
18332,17.777663833611065
18333,17.5735605882838
18334,19.355108816894695
18335,17.71926530235951
18336,16.605578521344206
18337,13.931542705823304
18338,12.296028088070226
18339,10.056458247291042
18340,8.538558360479266
18341,7.745577477926288
18342,7.938074195893057
18343,8.516027825322244
18344,10.499615317456337
18345,12.539754988810055
18346,15.99733276690662
18347,16.208530752830523
18348,16.366074062764042
18349,14.479553020120937
18350,15.359499578515557
18351,16.03365933428676
18352,16.05917042369502
18353,17.653982588978923
18354,18.546017649098058
18355,21.259684008661775
18356,20.182483852578187
18357,19.937447500545087
18358,21.94412781603808
18359,20.076330030169824
18360,18.802321914556664
18361,15.764436261650651
18362,13.904926587757402
18363,11.36518063113557
18364,9.643752241536394
18365,8.74275343850978
18366,8.954579679087688
18367,9.600755153026453
18368,11.82994128539556
18369,14.120227719951558
18370,18.003054995491986
18371,18.230171411801397
18372,18.396810967669595
18373,16.26696534627518
18374,17.245833579208902
18375,17.9927633024571
18376,18.01145220741439
18377,19.78932632213277
18378,20.778008995307303
18379,23.805495839615617
18380,22.58730387154531
18381,22.30133441280637
18382,24.533146815181464
18383,22.43339475798014
18384,20.999065307769115
18385,17.597329817478
18386,15.513825087444578
18387,12.673903014980091
18388,10.748946122593523
18389,9.739929399093272
18390,9.971085162282314
18391,10.685482480730665
18392,13.160267253334785
18393,15.700700451093063
18394,20.008777224077356
18395,20.251812070772274
18396,20.427547872575147
18397,18.05437767242943
18398,19.132167579902255
18399,19.95186727062744
18400,19.963733991133754
18401,21.92467005528662
18402,23.010000341516548
18403,26.351307670569454
18404,24.992123890512428
18405,24.665221325067655
18406,27.12216581432484
18407,24.790459485790446
18408,23.195808700981576
18409,19.430223373305346
18410,17.122723587131755
18411,13.98262539882462
18412,11.854140003650652
18413,10.737105359676764
18414,10.987590645476946
18415,11.770209808434874
18416,14.490593221274008
18417,17.281173182234568
18418,22.014499452662726
18419,22.273452729743145
18420,22.4582847774807
18421,19.84178999858367
18422,21.018501580595597
18423,21.910971238797778
18424,21.916015774853125
18425,24.060013788440465
18426,25.241991687725793
18427,28.897119501523296
18428,27.396943909479546
18429,27.02910823732894
18430,29.711184813468222
18431,27.14752421360076
18432,25.392552094194027
18433,21.263116929132693
18434,18.73162208681893
18435,15.291347782669146
18436,12.95933388470778
18437,11.734281320260257
18438,12.004096128671573
18439,12.854937136139085
18440,15.820919189213235
18441,18.861645913376076
18442,24.020221681248092
18443,24.295093388714022
18444,24.48902168238625
18445,21.629202324737918
18446,22.90483558128895
18447,23.87007520696812
18448,23.868297558572486
18449,26.19535752159431
18450,27.473983033935035
18451,31.44293133247713
18452,29.801763928446675
18453,29.392995149590227
18454,32.3002038126116
18455,29.504588941411075
18456,27.58929548740649
18457,23.09601048496004
18458,20.340520586506106
18459,16.600070166513675
18460,14.064527765764907
18461,12.731457280843749
18462,13.020601611866205
18463,13.939664463843297
18464,17.15124515715246
18465,20.442118644517578
18466,26.025943909833458
18467,26.316734047684893
18468,26.519758587291804
18469,23.416614650892164
18470,24.791169581982295
18471,25.829179175138464
18472,25.820579342291857
18473,28.330701254748156
18474,29.705974380144283
18475,33.98874316343098
18476,32.20658394741379
18477,31.756882061851513
18478,34.88922281175499
18479,31.861653669221383
18480,29.786038880618943
18481,24.928904040787387
18482,21.94941908619328
18483,17.908792550358196
18484,15.169721646822037
18485,13.72863324142724
18486,14.037107095060831
18487,15.024391791547506
18488,18.481571125091683
18489,22.022591375659083
18490,28.031666138418828
18491,28.33837470665577
18492,28.550495492197356
18493,25.204026977046404
18494,26.677503582675644
18495,27.788283143308803
18496,27.77286112601122
18497,30.466044987902006
18498,31.937965726353525
18499,36.53455499438482
18500,34.61140396638091
18501,34.1207689741128
18502,37.47824181089837
18503,34.2187183970317
18504,31.9827822738314
18505,26.761797596614734
18506,23.55831758588046
18507,19.217514934202725
18508,16.274915527879166
18509,14.725809202010732
18510,15.053612578255464
18511,16.109119119251716
18512,19.811897093030908
18513,23.60306410680059
18514,30.037388367004198
18515,30.360015365626644
18516,30.58123239710291
18517,26.991439303200654
18518,28.56383758336899
18519,29.747387111479142
18520,29.725142909730593
18521,32.601388721055855
18522,34.16995707256277
18523,39.08036682533865
18524,37.016223985348034
18525,36.484655886374085
18526,40.067260810041745
18527,36.57578312484201
18528,34.179525667043855
18529,28.59469115244208
18530,25.167216085567635
18531,20.52623731804725
18532,17.380109408936292
18533,15.722985162594224
18534,16.070118061450092
18535,17.19384644695593
18536,21.14222306097013
18537,25.183536837942096
18538,32.04311059558957
18539,32.38165602459752
18540,32.61196930200846
18541,28.778851629354897
18542,30.450171584062335
18543,31.70649107964948
18544,31.677424693449957
18545,34.7367324542097
18546,36.401948418772015
18547,41.626178656292495
18548,39.421044004315156
18549,38.848542798635364
18550,42.65627980918513
18551,38.93284785265232
18552,36.37626906025631
18553,30.42758470826943
18554,26.776114585254813
18555,21.834959701891776
18556,18.485303289993425
18557,16.720161123177714
18558,17.086623544644723
18559,18.27857377466014
18560,22.472549028909356
18561,26.764009569083598
18562,34.04883282417493
18563,34.4032966835684
18564,34.64270620691401
18565,30.56626395550914
18566,32.336505584755685
18567,33.66559504781982
18568,33.629706477169336
18569,36.872076187363554
18570,38.633939764981264
18571,44.171990487246326
18572,41.82586402328227
18573,41.21242971089666
18574,45.24529880832851
18575,41.28991258046264
18576,38.57301245346877
18577,32.260478264096776
18578,28.38501308494199
18579,23.1436820857363
18580,19.590497171050554
18581,17.71733708376121
18582,18.10312902783935
18583,19.36330110236435
18584,23.802874996848576
18585,28.344482300225103
18586,36.0545550527603
18587,36.424937342539266
18588,36.673443111819566
18589,32.35367628166338
18590,34.22283958544903
18591,35.62469901599016
18592,35.58198826088869
18593,39.00741992051739
18594,40.86593111119051
18595,46.71780231820018
18596,44.23068404224939
18597,43.576316623157936
18598,47.83431780747189
18599,43.646977308272945
18600,40.76975584668123
18601,34.09337181992413
18602,29.993911584629167
18603,24.452404469580824
18604,20.69569105210768
18605,18.7145130443447
18606,19.11963451103398
18607,20.44802843006856
18608,25.133200964787807
18609,29.92495503136661
18610,38.06027728134566
18611,38.44657800151014
18612,38.70418001672512
18613,34.14108860781763
18614,36.10917358614238
18615,37.5838029841605
18616,37.53427004460806
18617,41.14276365367124
18618,43.09792245739975
18619,49.263614149154016
18620,46.63550406121652
18621,45.94020353541923
18622,50.42333680661528
18623,46.004042036083256
18624,42.96649923989368
18625,35.92626537575147
18626,31.602810084316346
18627,25.76112685342536
18628,21.80088493316481
18629,19.71168900492819
18630,20.136139994228607
18631,21.532755757772772
18632,26.463526932727028
18633,31.50542776250812
18634,40.06599950993103
18635,40.468218660481014
18636,40.73491692163067
18637,35.928500933971875
18638,37.99550758683573
18639,39.54290695233085
18640,39.48655182832743
18641,43.27810738682509
18642,45.32991380360899
18643,51.80942598010786
18644,49.04032408018364
18645,48.30409044768051
18646,53.01235580575866
18647,48.361106763893574
18648,45.16324263310613
18649,37.75915893157882
18650,33.21170858400352
18651,27.06984923726988
18652,22.906078814221942
18653,20.708864965511683
18654,21.15264547742324
18655,22.61748308547698
18656,27.793852900666252
18657,33.085900493649625
18658,42.0717217385164
18659,42.489859319451895
18660,42.76565382653622
18661,37.715913260126115
18662,39.88184158752907
18663,41.502010920501185
18664,41.4388336120468
18665,45.413451119978944
18666,47.56190514981824
18667,54.355237811061684
18668,51.44514409915075
18669,50.6679773599418
18670,55.601374804902036
18671,50.7181714917039
18672,47.359986026318595
18673,39.592052487406164
18674,34.82060708369069
18675,28.378571621114403
18676,24.011272695279064
18677,21.706040926095177
18678,22.16915096061787
18679,23.70221041318119
18680,29.124178868605476
18681,34.66637322479112
18682,44.07744396710177
18683,44.51149997842277
18684,44.796390731441775
18685,39.50332558628037
18686,41.76817558822242
18687,43.46111488867152
18688,43.391115395766164
18689,47.54879485313279
18690,49.793896496027486
18691,56.901049642015536
18692,53.84996411811788
18693,53.03186427220307
18694,58.190393804045414
18695,53.075236219514196
18696,49.55672941953105
18697,41.42494604323352
18698,36.429505583377875
18699,29.68729400495893
18700,25.116466576336194
18701,22.703216886678668
18702,23.185656443812498
18703,24.786937740885406
18704,30.454504836544707
18705,36.24684595593263
18706,46.083166195687134
18707,46.533140637393636
18708,46.82712763634733
18709,41.290737912434615
18710,43.65450958891577
